,file,sentence
245,common_voice_mn_18577241,"Малчдын хувьд, тэтгэврээс илүү өвлийг малын хорогдол багатай давах л чухал байгаа."
246,common_voice_mn_18577242,Сүүлийн үед бид хоёр ямар дүгнэлтэд хүрээд байгааг мэдэх үү?
247,common_voice_mn_18577243,Зориуд хичээл эхэлсэн хойно ирсэн боловч ангидаа орохоос өөр яах билээ.
248,common_voice_mn_18577244,Эдгээрээс хамгийн сайныг сонгоно гэдэг нь шийдвэр гаргалтын эгзэгтэй үе байдаг.
249,common_voice_mn_18967742,Лалын шашинт орнуудаас ирсэн цагаачид өсөж үржсээр төрөлтөөрөө Герман иргэдээс хол давжээ.
250,common_voice_mn_18967743,Тэр хэтэрхий их пиво хэт хурдан уужээ.
251,common_voice_mn_18967744,Өвгөнийг ийн хуучилж байх зуур шуурга намджээ.
252,common_voice_mn_18967745,"Илгээлтээр ирээд, эмнэлгийн байшингийн нэг өрөөнд айлтай хамтран суув."
253,common_voice_mn_18578057,Тэгтэл юу харах нь тэр вэ?!
254,common_voice_mn_18578058,Иймд та яагаад оролдоод үзэж болохгүй гэж?
255,common_voice_mn_18578059,Ингээд л бид хоёрын хооронд дөлж ядсан яриа эхэлсэн юм.
256,common_voice_mn_18580568,Сүм хийдийн бус шашны байгууллагуудын зорилгыг доорх байдлаар тодорхойлж болно гэж үзэж байна.
257,common_voice_mn_18580569,"Аавын сургаал алт, ээжийн сургаал эрдэнэ гэж хүмүүжилтэй хүүхдийн байр харагдаад л байгаа."
258,common_voice_mn_18580571,Хорсон гашуудахдаа тэр цэргийн өвдгөөс хэгзэртэл хазъя гэж хэчнээн бодовч чадаагүй л юм даа.
259,common_voice_mn_18580572,Ордонд маань олон дайчин харь омгоос ирцгээнэ.
260,common_voice_mn_18588830,Гаднаас нь харвал дун цагаан өргөө харагдана.
261,common_voice_mn_18588831,Нөгөө хэдэн жолооч нар чинь орой ирээд л унтана гэж баахан ярина.
262,common_voice_mn_18588832,Ганц бие найзындаа сар болж байна.
263,common_voice_mn_18588834,Амандаа орсон өөхийг хэлээрээ түлхээд хаячихлаа.
264,common_voice_mn_18592672,Ойрдоо хур бороо бага болохоор загас өлөн дэгээ үмхэх нь сайн байх болно.
265,common_voice_mn_18592673,"Харин өгөгдлийн үлэмж сурвалж шаардаж, үр дүн нь өгөгдлийн сангийн цар хүрээнээс шууд хамаардаг."
266,common_voice_mn_18592674,Болж байна гэж тэр санаа нь амран өгүүлэв.
267,common_voice_mn_18592675,Язгууртан ихсүүд ч гэсэн зугаацах сонирхлоо дарах хэрэгтэй л байдаг юм байна даа.
268,common_voice_mn_18598200,"Хүүхэд хамгааллын чиглэлээр хөрөнгө мөнгө, идэвх санаачилга харамгүй гаргасны үр дүнд энэ ажил бүтжээ."
269,common_voice_mn_18598201,Гэтэл тэр тухай юу ч дурссангүй.
270,common_voice_mn_18598202,Гэртээ шөнө дунд ирээд уйлж гарав.
271,common_voice_mn_18598204,Тэр хүүхний талаар та тэгээд юу мэдэх юм бэ?
272,common_voice_mn_18584519,Гурав дахь өдөр толгойлогч цэргийн тушаалтнуудтайгаа уулзалдлаа.
273,common_voice_mn_18584520,Энэ талаар илүү сайн мэдэх Монголын залуу судлаачид олон бий.
274,common_voice_mn_18584521,"Гэтэл судгийн хажуугаар өнгөрөхдөө, Балдангийн зээрд морь огло харайн бусгав."
275,common_voice_mn_18584522,Хуучны орос лифт тул байнга гацдаг байсан юм.
276,common_voice_mn_18578090,Бүгд л энэхүү эрвээхийг зуны дунд саруудад ойн хөндийд харж болно.
277,common_voice_mn_18578091,Их Британи дахь улс төрийн хоёр гол хүч нь Уламжлалт ба Хөдөлмөрийн нам юм.
278,common_voice_mn_18578092,Чамайг арай гэж тэднээс салгаж авлаа гэхэд Хулан ичин доош тонгойв.
279,common_voice_mn_18578094,Тэр бүгдийг нэрлэх гэвэл их урт жагсаалт болно.
280,common_voice_mn_19513734,Чамайг ч үе үе санах л юм даа.
281,common_voice_mn_19513739,"Азаар дрон онгоцны хөдөлгүүр, эсвэл нисгэгчийн бүхээгийг оносонгүй гэж Тээврийн сайд Марк Гарнеаугийн хэлжээ."
282,common_voice_mn_19513740,Нөгөө ертөнцөд ч яаж харах юм.
283,common_voice_mn_19513742,"Алтан намар түмэн үзэсгэлэнгээ дэлгээд, бүхий л зүйл боловсроод юутай сайхан."
284,common_voice_mn_19344896,Түүнээс хойш энэ ангийнхан юм л бол багшаар сонин юм яриулна гэдэг болжээ.
285,common_voice_mn_19344898,"Тухайлбал, Хятадын эдийн засагт байгалийн эрдэс баялаг асар их хэрэгтэй."
286,common_voice_mn_19344900,Өглөө босохоос орой унтах хүртэл бид цаг тутамд сонголт хийсээр байдаг.
287,common_voice_mn_23835646,Урдуураа хүн яагаад оруулаад байна аа!
288,common_voice_mn_18580987,Та ямар ч зүйлд сэтгэлээсээ хандаад үз.
289,common_voice_mn_18580988,Наполеон нэг удаагийн их тунгаас болж нас бараагүйг би зориуд тэмдэглэмээр байна.
290,common_voice_mn_18580989,Олдворуудыг жил бүр үзэсгэлэн болгон гаргадаг учир та бүхэн удахгүй үзэж сонирхож болно.
291,common_voice_mn_18580991,"Тэсгим хүйтэнд явсаар хамрын нь үзүүр, хацрын нь толио мэдээгүй болжээ."
292,common_voice_mn_18667622,Мөрөөдлөө зураглан дүрслэн бодох аргыг ашигла.
293,common_voice_mn_18667623,"""Арваад хоногийн өмнө надад """"Заавал ирнэ шүү"""" гэсэн урилга явуулсан байсанд очих эсэхээ эргэцүүлсээр."""
294,common_voice_mn_18667624,Ихэмсэг юмнууд бусдад гайхуулах гэж ядахыг яана!
295,common_voice_mn_18667625,"Бүтээгдэхүүн худалдан авахдаа хэт улаан өнгөтэй, хальс бүрхүүл нь гэмтэж, хорчийсон байвал авахаас татгалзаарай."
296,common_voice_mn_18595640,Тоглож байхад юун ч амархан юм билээ.
297,common_voice_mn_18595641,Тэр бол Мариягийн сонирхдог шинжлэх ухааны салбарт ихийг хийж бүтээсэн франц эрдэмтэн байв.
298,common_voice_mn_18595644,Энэ орлогыг алдахгүйн тул ёстой жинхэнэ гүрийхээс өөр аргагүй.
299,common_voice_mn_18595645,"""Тэрхүү баатарлаг үйлсийн тухай """"Долоон бурхан харвадаггүй"""" гэдэг уран сайхны түүхэн кино ч бүтээгдсэн."""
300,common_voice_mn_20928868,Өдөр хоногууд өнгөрсөөр хаан эзний жил бүр зохиодог тоорын үдэшлэг дайллагын цаг ирэв.
301,common_voice_mn_20928878,Тэгээд бүсгүй хөл дээрээ үсрэн босов.Таны зөв байх болтугай гэж бодож байна.
302,common_voice_mn_20928903,"Эмнэлгийн вакцин хадгалдаг өрөө, тааз, хуучин модон цонхыг вакум цонхоор сольж, хөшиг хийж засжээ."
303,common_voice_mn_20928911,"Тэгснээ хоёр жилийн өмнөх шигээ дулаан, зөөлөн уярсан харцаар намайг талимааран харав."
304,common_voice_mn_18584023,Хүмүүс таныг харагдаж байгаагаар чинь үнэлдэг.
305,common_voice_mn_18584024,Яг энэ үед хүчтэй бороо орж эхэллээ.
306,common_voice_mn_18584025,Хурмаст хааны хоёр чоно ирээд нисдэггүй бор морийг нь идчихээд явчхаж гэнэ.
