row_index,audio_filepath,audio_exists,duration,text,split,text_raw
105,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18577225.wav,True,7.848,Энэ үеэр олон улсад хүлээн зөвшөөрөгдсөн шийдлийг боловсруулахын чухлыг онцолж байлаа.,train,Энэ үеэр олон улсад хүлээн зөвшөөрөгдсөн шийдлийг боловсруулахын чухлыг онцолж байлаа.
106,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18577226.wav,True,4.272,Балба улсын хонины хишиг нь их буюу.,train,Балба улсын хонины хишиг нь их буюу.
107,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18577596.wav,True,9.024,"Мелоне америкийн эмэгтэйчүүд түүний ажлыг ямар их сонирхож, өөрөөр нь хэрхэн бахархдаг тухай хэлэв.",train,"Мелоне америкийн эмэгтэйчүүд түүний ажлыг ямар их сонирхож, өөрөөр нь хэрхэн бахархдаг тухай хэлэв."
108,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18577597.wav,True,6.168,Би өөрийнхөө ирээдүйн тухайд ч барин тавин хэлэх юм алга.,train,Би өөрийнхөө ирээдүйн тухайд ч барин тавин хэлэх юм алга.
109,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18577598.wav,True,4.488,Хөх тэнгэр одоо аварга хонх боллоо.,train,Хөх тэнгэр одоо аварга хонх боллоо.
110,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18577518.wav,True,5.712,"""Монгол хэлнээ """"төгс"""" хэмээх сайн сайхны бэлгэт үг бий.""",train,"""Монгол хэлнээ """"төгс"""" хэмээх сайн сайхны бэлгэт үг бий."""
111,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18577520.wav,True,6.72,Аливаа гай барцдыг очроор огтлох лугаа адил дарж чаддаг хэмээн сүсэглэдэг.,train,Аливаа гай барцдыг очроор огтлох лугаа адил дарж чаддаг хэмээн сүсэглэдэг.
112,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18577521.wav,True,6.192,Учир нь тэндэх нэгдлийн эрдэнэ шишийн ургац аймаг даяар шагшигдаж байлаа.,train,Учир нь тэндэх нэгдлийн эрдэнэ шишийн ургац аймаг даяар шагшигдаж байлаа.
113,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18934896.wav,True,5.832,"Дотор эрхтэн дээр үүссэн үхжилүүд элэг, бөөр, уушгины цирроз, хатууралт өөрчлөлт үүсгэдэг.",train,"Дотор эрхтэн дээр үүссэн үхжилүүд элэг, бөөр, уушгины цирроз, хатууралт өөрчлөлт үүсгэдэг."
114,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18934898.wav,True,2.76,Юун их гал вэ энэ чинь.,train,Юун их гал вэ энэ чинь.
115,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18934899.wav,True,3.84,Захирал тантай уулзах гэж ёстой л солиотой юм шиг яарч байна.,train,Захирал тантай уулзах гэж ёстой л солиотой юм шиг яарч байна.
116,D:\Projects\speech-recognition-demo\audios\common_voice_mn_21671118.wav,True,7.56,Түүний хэл болон хэлзүйн хийсвэрлэлийн тодорхойлолт нь автомат өгүүлбэрзүйн боловсруулалтын үндсийг хангаж өгдөг.,train,Түүний хэл болон хэлзүйн хийсвэрлэлийн тодорхойлолт нь автомат өгүүлбэрзүйн боловсруулалтын үндсийг хангаж өгдөг.
117,D:\Projects\speech-recognition-demo\audios\common_voice_mn_21685259.wav,True,5.112,Манай ажлынхан нэг бөөг бүгдээрээ шүтэх нь холгүй байна.,train,Манай ажлынхан нэг бөөг бүгдээрээ шүтэх нь холгүй байна.
118,D:\Projects\speech-recognition-demo\audios\common_voice_mn_21686257.wav,True,5.28,Нэг газар хурдхан шиг ирээд харайлгадаг бага шиг ганга байлаа.,test,Нэг газар хурдхан шиг ирээд харайлгадаг бага шиг ганга байлаа.
119,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18986549.wav,True,9.792,Эр ботгоор нь буур тавина гэж аав хөөрдөг байв.,test,Эр ботгоор нь буур тавина гэж аав хөөрдөг байв.
120,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18986550.wav,True,5.832,Одоохон буулгаад өгье гээд охиноо газар буулгалаа.,train,Одоохон буулгаад өгье гээд охиноо газар буулгалаа.
121,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18986552.wav,True,7.68,Үүнтэй адил Бурхан багшийн сургаалыг анхааралтайяа сонсдог хүн биеэ гамнаж хайрлах ёстой юм.,train,Үүнтэй адил Бурхан багшийн сургаалыг анхааралтайяа сонсдог хүн биеэ гамнаж хайрлах ёстой юм.
122,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18580167.wav,True,6.696,Үгүй ингэхэд дөрөвдүгээр ангийн хоёр багш маань жаахан түнжин муутай байна уу даа.,train,Үгүй ингэхэд дөрөвдүгээр ангийн хоёр багш маань жаахан түнжин муутай байна уу даа.
123,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18580168.wav,True,4.704,Би бодож болох гэсэн зүйлээ олсон ч үгүй нам унтчихжээ.,train,Би бодож болох гэсэн зүйлээ олсон ч үгүй нам унтчихжээ.
124,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18580170.wav,True,6.624,Ар тэнхмийн зүүн цомцогт тахиж бүхий авдар болно.,train,Ар тэнхмийн зүүн цомцогт тахиж бүхий авдар болно.
125,D:\Projects\speech-recognition-demo\audios\common_voice_mn_19574665.wav,True,5.64,Үүнийг дагаад юу юу орж ирнэ гэж бодож байна.,train,Үүнийг дагаад юу юу орж ирнэ гэж бодож байна.
126,D:\Projects\speech-recognition-demo\audios\common_voice_mn_19574666.wav,True,5.424,Харь гарагийн хүн бол нууц үг мэддэггүй ухаант бодгаль.,train,Харь гарагийн хүн бол нууц үг мэддэггүй ухаант бодгаль.
127,D:\Projects\speech-recognition-demo\audios\common_voice_mn_19574667.wav,True,6.336,Гэртээ эргэж очингуутаа энэ тухай Фрэнктэй шууд ярилцах хэрэгтэй.,train,Гэртээ эргэж очингуутаа энэ тухай Фрэнктэй шууд ярилцах хэрэгтэй.
128,D:\Projects\speech-recognition-demo\audios\common_voice_mn_23879945.wav,True,4.296,Тэр навтгар юм юу юугүй харайлган ойртож ирлээ.,train,Тэр навтгар юм юу юугүй харайлган ойртож ирлээ.
129,D:\Projects\speech-recognition-demo\audios\common_voice_mn_23879949.wav,True,5.664,Би тэрүүхэндээ зовохын эрхэнд Должинг сугадахаар нь хавчисхийсэн юм байж л дээ.,val,Би тэрүүхэндээ зовохын эрхэнд Должинг сугадахаар нь хавчисхийсэн юм байж л дээ.
130,D:\Projects\speech-recognition-demo\audios\common_voice_mn_23880028.wav,True,5.304,"""Үүнийг зөвшөөрч аваад хэрэглэвэл, """"магад бэлэг дотроос хулгай хийсэн биз"""" гэж айхтар загнана.""",train,"""Үүнийг зөвшөөрч аваад хэрэглэвэл, """"магад бэлэг дотроос хулгай хийсэн биз"""" гэж айхтар загнана."""
131,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18577195.wav,True,4.488,Намайг хэн гэдгийг мэднэ биз дээ?,train,Намайг хэн гэдгийг мэднэ биз дээ?
132,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18577198.wav,True,3.336,Тэд ч бас юу хийж чадах билээ?,train,Тэд ч бас юу хийж чадах билээ?
133,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18577199.wav,True,3.384,Заантай нууц гэдэг нь энэ байж.,train,Заантай нууц гэдэг нь энэ байж.
134,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18595203.wav,True,4.8,Та ер нь ухаан орсоор нутагтаа очсон уу?,train,Та ер нь ухаан орсоор нутагтаа очсон уу?
135,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18580489.wav,True,7.2,Шинээр гарч буй утаснуудад гарч буй нэг шинэчлэл дэвшил бол селфи камер юм.,train,Шинээр гарч буй утаснуудад гарч буй нэг шинэчлэл дэвшил бол селфи камер юм.
136,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18580490.wav,True,4.632,Аавын өгсөн нэг төгрөг чинь ийм олон хуушуур болдог юм уу?,test,Аавын өгсөн нэг төгрөг чинь ийм олон хуушуур болдог юм уу?
137,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18580491.wav,True,6.072,Нэг удаагийн гялгар уут хэрэглэхийг дэлхийн олон оронд хориглож эхэлжээ.,train,Нэг удаагийн гялгар уут хэрэглэхийг дэлхийн олон оронд хориглож эхэлжээ.
138,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18580492.wav,True,3.96,Үнэнээ хэлсэн чинь дээр байх шүү.,train,Үнэнээ хэлсэн чинь дээр байх шүү.
